A1,A2,A3,BV,DT,G,GM,H,H_sigma,IR,K1,K2,M1,M2,PC,UB,a,ad,albedo,class,closeness,condition_code,data_arc,diameter,diameter_sigma,dv,e,epoch,epoch_cal,epoch_mjd,equinox,est_diameter,extent,first_obs,full_name,i,id,last_obs,ma,moid,moid_ld,n,n_del_obs_used,n_dop_obs_used,n_obs_used,name,neo,om,orbit_id,pdes,per,per_y,pha,prefix,price,producer,profit,prov_des,q,rms,rot_per,saved,score,sigma_a,sigma_ad,sigma_e,sigma_i,sigma_ma,sigma_n,sigma_om,sigma_per,sigma_q,sigma_tp,sigma_w,spec,spec_B,spec_T,spkid,t_jup,tp,tp_cal,two_body,w
,,,0.706,,,,11.84,,,,,,,,0.321,2.772522625,3.360429849,,MBA,2650.456801,0,36011,,,9.472618,0.212047764,2457000.5,20141209,57000,J2000,14.70548496,,4/1/16,821 Fanny (1916 ZC),5.398044133,a0000821,11/4/14,82.97227752,1.17596,457.6483532,0.213496827,,,1587,Fanny,N,209.7600282,JPL 10,821,1686.207728,4.616585154,N,,2.47628E+15,Otto Matic,2.02739E+14,1916 ZC,2.184615402,0.5142,5.44,-2.06626E+15,132.54284,1.20E-08,1.45E-08,4.59E-08,5.62E-06,1.47E-05,1.39E-09,4.65E-05,1.09E-05,1.29E-07,6.78E-05,4.83E-05,Ch,Ch,C,2000821,3.297,2456611.865,20131115.37,,33.09954773
,,,0.766,,,,12.18,,,,,,,,,2.255314494,2.604703592,,MBA,2684.566172,0,35870,,,8.528848,0.154918127,2457000.5,20141209,57000,J2000,12.57417069,,4/6/16,822 Lalage (1916 ZD),0.715945797,a0000822,6/21/14,120.6649784,0.922672,359.0762622,0.29100028,,,1510,Lalage,N,210.1167626,JPL 12,822,1237.11221,3.387028638,N,,0,Otto Matic,0,1916 ZD,1.905925396,0.51593,3.345,-1.90757E+15,0,7.14E-09,8.25E-09,4.02E-08,4.72E-06,1.66E-05,1.38E-09,0.0003991,5.88E-06,8.97E-08,5.70E-05,0.00039925,?,,DXCU,2000822,3.608,2456585.844,20131020.34,,246.9704663
,,,,,,,11.1,,,,,,,,,2.221616087,2.421931516,0.1793,MBA,2674.611142,0,35977,16.63,1.4,8.834766,0.090166537,2457000.5,20141209,57000,J2000,,,5/3/16,823 Sisigambis (1916 ZG),3.646048001,a0000823,11/2/14,357.7094189,1.0393,404.464381,0.297646347,,,1342,Sisigambis,N,255.0637517,JPL 15,823,1209.489059,3.311400574,N,,0,Otto Matic,0,1916 ZG,2.021300658,0.56677,146,-4.41285E+15,0,7.98E-09,8.70E-09,4.06E-08,4.42E-06,2.94E-05,1.60E-09,8.39E-05,6.51E-06,9.14E-08,9.89E-05,8.91E-05,?,,,2000823,3.641,2457008.196,20141216.7,,218.8585056
,,,0.848,,,,10.41,,,,,,,,0.41,2.792611535,3.174289712,0.1039,MBA,2644.067802,0,36766,34.14,5.1,10.06007,0.136674282,2457000.5,20141209,57000,J2000,,,10/26/13,824 Anastasia (1916 ZH),8.126062184,a0000824,6/24/14,318.4016962,1.40196,545.6007732,0.211197262,,,1509,Anastasia,N,141.404306,JPL 13,824,1704.567556,4.666851626,N,,1.82E+16,Otto Matic,1.40202E+15,1916 ZH,2.410933357,0.53354,250,-3.02E+16,132.2233901,1.45E-08,1.65E-08,3.86E-08,5.10E-06,1.72E-05,1.64E-09,3.00E-05,1.33E-05,1.12E-07,8.21E-05,3.39E-05,L,L,S,2000824,3.3,2457197.464,20150623.96,,142.1147642
,,,0.912,,,,11.5,,,,,,,,0.525,2.225710038,2.393506333,0.2624,MBA,2672.519247,0,35970,11.02,0.7,8.906483,0.075390007,2457000.5,20141209,57000,J2000,,,4/4/16,825 Tanina (1916 ZL),3.400198168,a0000825,9/27/14,239.3244965,1.05556,410.7922852,0.296825493,,,1452,Tanina,N,101.4313537,JPL 10,825,1212.833833,3.320558065,N,,2.37E-40,Otto Matic,2.08E-41,1916 ZL,2.057913743,0.52214,6.94,-1.73991E+15,4.75E-52,6.49E-09,6.98E-09,3.66E-08,4.73E-06,3.47E-05,1.30E-09,8.04E-05,5.30E-06,8.15E-08,0.00011694,8.75E-05,S,S,SR,2000825,3.64,2457407.054,20160119.55,,111.5777032
,,,,,,,11.5,,,,,,,,,2.712369855,3.268178972,0.1435,MBA,2651.266143,0,33932,19.28,2.3,9.502387,0.204916419,2457000.5,20141209,57000,J2000,,,7/2/21,826 Henrika (1916 ZO),7.10505979,a0000826,5/27/14,330.5222426,1.1473,446.494741,0.220638202,,,1311,Henrika,N,230.2474089,JPL 13,826,1631.630408,4.467160597,N,,5.58063E+15,Otto Matic,4.55606E+14,1916 ZO,2.156560738,0.51338,5.9846,-4.65659E+15,132.5833071,1.75E-08,2.11E-08,4.88E-08,5.68E-06,1.96E-05,2.13E-09,4.86E-05,1.58E-05,1.38E-07,8.93E-05,5.10E-05,C,C,,2000826,3.321,2457134.102,20150421.6,,36.89897135
,,,,,,,13.1,,,,,,,,,2.273981076,2.631667657,,MBA,2680.374847,0,35725,,,8.624582,0.15729532,2457000.5,20141209,57000,J2000,8.231506992,,8/29/16,827 Wolfiana (1916 ZW),3.422952259,a0000827,6/21/14,217.8096344,0.915463,356.2707357,0.287424513,,,1695,Wolfiana,N,172.9231702,JPL 13,827,1252.502773,3.429165703,N,,0,Otto Matic,0,1916 ZW,1.916294495,0.48259,4.0654,-5.35156E+14,0,7.46E-09,8.64E-09,4.67E-08,5.06E-06,1.40E-05,1.42E-09,6.48E-05,6.17E-06,1.07E-07,4.98E-05,6.58E-05,?,,,2000827,3.592,2457495.205,20160416.71,,195.4278091
,,,,,,,10.33,,,,,,,,,3.189433086,3.291111286,0.0457,MBA,2633.26715,0,39802,53.39,1.5,10.832518,0.031879709,2457000.5,20141209,57000,J2000,,,10/26/05,828 Lindemannia (1916 ZX),1.13204601,a0000828,10/16/14,153.4671672,2.07303,806.7610851,0.17303495,,,2015,Lindemannia,N,1.865598566,JPL 63,828,2080.504548,5.696111014,N,,0,Otto Matic,0,1916 ZX,3.087754886,0.48873,,-1.46E+17,0,1.77E-08,1.83E-08,3.47E-08,4.76E-06,7.20E-05,1.44E-09,0.0001922,1.73E-05,1.13E-07,0.00041628,0.00020428,?,,XFU,2000828,3.196,2456113.586,20120705.09,,289.4743405
,,,,,,,11,,,,,,,,,2.57931754,2.837910272,0.0484,MBA,2649.645948,0,36697,43.76,1.3,9.871647,0.100256261,2457000.5,20141209,57000,J2000,,,2/28/14,829 Academia (1916 ZY),8.283988049,a0000829,8/19/14,210.4669582,1.33248,518.5612416,0.237928714,,,1355,Academia,N,352.5102552,JPL 15,829,1513.058236,4.142527683,N,,0,Otto Matic,0,1916 ZY,2.320724807,0.49471,7.891,-8.04E+16,0,1.23E-08,1.35E-08,4.01E-08,5.11E-06,2.50E-05,1.70E-09,3.07E-05,1.08E-05,1.02E-07,0.00010631,3.90E-05,?,,,2000829,3.404,2457628.978,20160828.48,,41.34129648
,,,0.899,,,,9.1,,,,,,,,0.5,3.211263275,3.40922021,0.2382,OMB,2633.104509,0,35846,41.22,1.6,10.790109,0.061644567,2457000.5,20141209,57000,J2000,,,9/3/16,830 Petropolitana (1916 ZZ),3.816970936,a0000830,10/25/14,319.7645233,2.0298,789.937266,0.171273513,,,1583,Petropolitana,N,340.7571856,JPL 12,830,2101.901189,5.754691824,N,,0,Otto Matic,0,1916 ZZ,3.01330634,0.52611,39,-6.72E+16,0,2.05E-08,2.17E-08,4.00E-08,5.93E-06,4.45E-05,1.64E-09,6.90E-05,2.01E-05,1.28E-07,0.00025984,8.26E-05,?,,S,2000830,3.185,2457235.419,20150731.92,,85.90969322
,,,,,,,13,,,,,,,,,2.212455046,2.534771405,,MBA,2683.265882,0,32059,,,8.590069,0.14568267,2457000.5,20141209,57000,J2000,8.619445965,,11/4/26,831 Stateira (1916 AA),4.835819941,a0000831,8/13/14,271.6618065,0.901553,350.857381,0.299496941,,,1183,Stateira,N,178.0848675,JPL 11,831,1202.015616,3.290939399,N,,0,Otto Matic,0,1916 AA,1.890138687,0.48915,4,-6.14442E+14,0,1.10E-08,1.26E-08,5.02E-08,5.05E-06,2.12E-05,2.23E-09,6.59E-05,8.95E-06,1.12E-07,7.19E-05,6.84E-05,?,,,2000831,3.637,2457295.455,20150929.96,,224.8362342
,,,0.83,,,,11.18,,,,,,,,0.39,2.86552553,3.089707992,,MBA,2641.619487,0,33997,,,10.150858,0.078234327,2457000.5,20141209,57000,J2000,19.92871753,,9/25/21,832 Karin (1916 AB),1.005131566,a0000832,10/24/14,79.77511954,1.64221,639.0988657,0.203187811,,,1507,Karin,N,254.4160734,JPL 47,832,1771.759826,4.850814035,N,,0,Otto Matic,0,1916 AB,2.641343068,0.51928,18.35,-7.59418E+15,0,1.71E-08,1.84E-08,5.40E-08,4.61E-06,2.96E-05,1.82E-09,0.00036654,1.59E-05,1.52E-07,0.00014595,0.00036702,?,,,2000832,3.295,2456607.882,20131111.38,,120.5907155
,,,,,,,11.1,,,,,,,,,3.009915656,3.37629784,,MBA,2637.486647,0,33000,,,10.601868,0.121725067,2457000.5,20141209,57000,J2000,20.67661072,,3/9/24,833 Monica (1916 AC),9.788209061,a0000833,7/15/14,268.4361142,1.65433,643.8156061,0.188743752,,,1070,Monica,N,353.1679385,JPL 7,833,1907.347902,5.222033954,N,,0,Otto Matic,0,1916 AC,2.643533473,0.53297,12.09,-8.48166E+15,0,2.38E-08,2.67E-08,6.93E-08,7.94E-06,2.82E-05,2.24E-09,3.21E-05,2.26E-05,2.12E-07,0.00015171,4.26E-05,?,,,2000833,3.217,2457485.623,20160407.12,,36.02650836
,,,0.752,,,,9.39,,,,,,,,0.472,3.187755224,3.837250608,0.0698,MBA,2637.46013,0,39816,66.65,2.4,10.086267,0.203746944,2457000.5,20141209,57000,J2000,,,10/26/05,834 Burnhamia (1916 AD),3.956427567,a0000834,10/30/14,222.1048809,1.52744,594.4338248,0.173171582,,,1634,Burnhamia,N,182.9594016,JPL 79,834,2078.86303,5.691616784,N,,0,Otto Matic,0,1916 AD,2.538259839,0.56216,13.875,-2.84E+17,0,1.78E-08,2.15E-08,3.95E-08,5.10E-06,1.27E-05,1.45E-09,6.54E-05,1.74E-05,1.24E-07,7.62E-05,6.62E-05,?,,GS,2000834,3.161,2457796.792,20170212.29,,90.18418098
,,,,,,,11.4,,,,,,,,,3.217906293,3.508175446,0.0242,OMB,2633.457365,0,35826,35.65,2.3,10.665291,0.090204352,2457000.5,20141209,57000,J2000,,,9/30/16,835 Olivia (1916 AE),3.706481454,a0000835,11/1/14,25.25558322,1.92972,750.9891324,0.170743423,,,1275,Olivia,N,309.214937,JPL 10,835,2108.426745,5.772557824,N,,0,Otto Matic,0,1916 AE,2.92763714,0.49723,,-4.35E+16,0,2.13E-08,2.33E-08,5.13E-08,5.61E-06,2.93E-05,1.70E-09,8.80E-05,2.10E-05,1.65E-07,0.0001716,9.22E-05,?,,,2000835,3.18,2456852.585,20140714.08,,62.20023858
,,,,,,,13.1,,,,,,,,,2.190740672,2.576683114,,MBA,2693.666693,0,40609,,,8.374071,0.176169844,2457000.5,20141209,57000,J2000,8.231506992,,1903-08-25,836 Jole (1916 AF),4.843524089,a0000836,10/30/14,92.19943635,0.807001,314.0605792,0.303960827,,,1275,Jole,N,199.8402229,JPL 9,836,1184.363143,3.242609563,N,,0,Otto Matic,0,1916 AF,1.804798231,0.51075,9.615,-5.35156E+14,0,6.61E-09,7.77E-09,4.15E-08,4.70E-06,1.48E-05,1.37E-09,5.21E-05,5.36E-06,9.23E-08,4.84E-05,5.37E-05,?,,,2000836,3.648,2456697.173,20140208.67,,179.7993977
,,,,,,,12.2,,,,,,,,,2.297943482,2.391266871,,MBA,2660.647407,0,33279,,,9.440681,0.040611699,2457000.5,20141209,57000,J2000,12.45889,,9/11/23,837 Schwarzschilda (1916 AG),6.732699318,a0000837,10/22/14,52.85254029,1.20476,468.8564492,0.282940463,,,1274,Schwarzschilda,N,200.0890406,JPL 8,837,1272.352482,3.483511244,N,,0,Otto Matic,0,1916 AG,2.204620092,0.50108,24,-1.85558E+15,0,1.06E-08,1.10E-08,5.87E-08,6.47E-06,5.63E-05,1.96E-09,4.05E-05,8.80E-06,1.34E-07,0.00019901,6.95E-05,?,,,2000837,3.583,2456813.703,20140605.2,,172.2258641
,,,0.703,,,,10.09,,,,,,,,0.324,2.898215556,3.288589124,0.0455,MBA,2640.261679,0,35809,59.81,2.3,10.431777,0.134694456,2457000.5,20141209,57000,J2000,,,9/24/16,838 Seraphina (1916 AH),10.41438436,a0000838,10/9/14,336.356306,1.526,593.87342,0.199759779,,,1413,Seraphina,N,240.1255766,JPL 46,838,1802.164588,4.934057735,N,,2.42E+16,Otto Matic,1.78893E+15,1916 AH,2.507841988,0.51937,15.67,-8.85E+16,132.033084,1.59E-08,1.81E-08,3.70E-08,4.91E-06,1.78E-05,1.65E-09,2.32E-05,1.49E-05,1.08E-07,8.96E-05,2.86E-05,P,,P,2000838,3.25,2457118.861,20150406.36,,116.6538257
,,,,,,,10.6,,,,,,,,,2.614534618,3.013798388,0.3534,MBA,2647.868674,0,34353,20.39,0.8,10.106558,0.152709307,2457000.5,20141209,57000,J2000,,,9/19/20,839 Valborg (1916 AJ),12.60880545,a0000839,10/9/14,124.0350547,1.20807,470.1446019,0.233137685,,,1130,Valborg,N,338.2292855,JPL 14,839,1544.151906,4.22765751,N,,0,Otto Matic,0,1916 AJ,2.215270848,0.50123,10.366,-8.13381E+15,0,1.56E-08,1.79E-08,4.71E-08,5.49E-06,1.82E-05,2.08E-09,2.30E-05,1.38E-05,1.25E-07,7.85E-05,2.92E-05,?,,S,2000839,3.357,2456468.475,20130624.98,,338.9113296
,,,,,,,10,,,,,,,,,3.131074875,3.442199858,,MBA,2634.474835,0,35775,,,10.891151,0.099366829,2457000.5,20141209,57000,J2000,34.31463245,,9/25/16,840 Zenobia (1916 AK),9.986883589,a0000840,9/6/14,326.3569514,1.80551,702.6503267,0.177895062,,,1434,Zenobia,N,272.7848204,JPL 13,840,2023.664936,5.540492638,N,,0,Otto Matic,0,1916 AK,2.819949892,0.50726,5.565,-3.88E+16,0,2.16E-08,2.38E-08,4.40E-08,5.15E-06,2.96E-05,1.84E-09,3.22E-05,2.10E-05,1.38E-07,0.00016685,4.26E-05,?,,,2000840,3.182,2457189.617,20150616.12,,10.43123457
,,,,,,,12.92,,,,,,,,,2.255153599,2.411407291,,MBA,2668.864853,0,30621,,,9.026033,0.069287383,2457000.5,20141209,57000,J2000,8.942920117,,12/24/30,841 Arabella (1916 AL),3.790875211,a0000841,10/25/14,256.7428799,1.11816,435.1543272,0.291031423,,,1293,Arabella,N,354.7329901,JPL 11,841,1236.979829,3.386666197,N,,0,Otto Matic,0,1916 AL,2.098899908,0.48778,3.39,-6.86247E+14,0,8.72E-09,9.32E-09,3.72E-08,5.79E-06,4.98E-05,1.69E-09,7.50E-05,7.17E-06,8.32E-08,0.00017202,9.01E-05,?,,,2000841,3.618,2457355.297,20151128.8,,120.2918597
,,,,,,,10.6,,,,,,,,,3.234118451,3.628682706,0.0552,OMB,2632.254021,0,35817,39.16,2.8,11.387848,0.122000558,2457000.5,20141209,57000,J2000,,,10/1/16,842 Kerstin (1916 AM),14.54942299,a0000842,10/24/14,12.798422,1.83712,714.9519904,0.169461166,,,1057,Kerstin,N,5.674069856,JPL 7,842,2124.380518,5.816236875,N,,0,Otto Matic,0,1916 AM,2.839554197,0.51012,,-5.76E+16,0,2.34E-08,2.62E-08,6.72E-08,8.55E-06,2.24E-05,1.84E-09,2.18E-05,2.30E-05,2.17E-07,0.00013209,3.15E-05,?,,,2000842,3.124,2456924.976,20140924.48,,351.5539491
,,,,,,,13.8,,,,,,,,,2.279339821,2.756996754,,MBA,2680.497569,0,35523,,,8.63505,0.209559333,2457000.5,20141209,57000,J2000,5.963199671,,9/30/16,843 Nicolaia (1916 AN),8.000311047,a0000843,1/2/14,219.4097739,0.800046,311.3539018,0.286411503,,,980,Nicolaia,N,4.095540272,JPL 6,843,1256.932755,3.441294332,N,,0,Otto Matic,0,1916 AN,1.801682888,0.49235,,-2.03461E+14,0,9.64E-09,1.17E-08,7.04E-08,7.57E-06,1.78E-05,1.82E-09,3.69E-05,7.97E-06,1.60E-07,6.42E-05,3.92E-05,?,,,2000843,3.565,2457491.368,20160412.87,,317.1276096
,,,,,,,9.6,,,,,,,,,3.202750165,3.426065102,,OMB,2632.848544,0,41145,,,11.02231,0.069725994,2457000.5,20141209,57000,J2000,41.25526218,,1902-03-06,844 Leontina (1916 AP),8.786717411,a0000844,10/29/14,113.7255479,1.97154,767.2642218,0.17195685,,,1281,Leontina,N,348.7971898,JPL 14,844,2093.54847,5.731823327,N,,9.21129E+15,Otto Matic,6.43812E+14,1916 AP,2.979435228,0.54882,6.7859,1.32E+17,131.6624272,1.91E-08,2.05E-08,4.40E-08,5.42E-06,3.41E-05,1.54E-09,3.11E-05,1.87E-05,1.42E-07,0.00019806,4.59E-05,X,X,,2000844,3.172,2456339.139,20130215.64,,348.2741392
,,,,,,,10.2,,,,,,,,,2.937931596,3.140827828,0.0788,MBA,2637.516365,0,35644,54.36,2.8,11.040465,0.069060911,2457000.5,20141209,57000,J2000,,,11/16/16,845 Naema (1916 AS),12.61126473,a0000845,6/19/14,233.4185897,1.75693,683.7444481,0.19572286,,,1154,Naema,N,43.16176547,JPL 15,845,1839.335473,5.035826072,N,,1.25E+17,Otto Matic,8.74367E+15,1916 AS,2.735035364,0.52577,20.892,-1.04E+17,131.8958182,1.59E-08,1.70E-08,4.96E-08,4.98E-06,3.32E-05,1.59E-09,2.43E-05,1.50E-05,1.48E-07,0.00017129,4.08E-05,C,C,,2000845,3.234,2457647.238,20160915.74,,295.6145593
,,,0.61,,,,10.26,,,,,,,,0.39,3.1271966,3.698611123,0.0506,MBA,2638.416864,0,35725,52.41,1.4,10.041751,0.182724208,2457000.5,20141209,57000,J2000,,,11/16/16,846 Lipperta (1916 AT),0.264220981,a0000846,9/8/14,280.5990883,1.56111,607.5371787,0.178226097,,,1832,Lipperta,N,261.510359,JPL 11,846,2019.906212,5.530201813,N,,0,Otto Matic,0,1916 AT,2.555782078,0.52292,1641,-1.38E+17,0,1.72E-08,2.04E-08,4.38E-08,4.63E-06,1.21E-05,1.47E-09,0.0010474,1.67E-05,1.36E-07,6.96E-05,0.0010473,?,,CBU,2000846,3.188,2457446.007,20160227.51,,129.2009695
,,,0.856,,,,10.29,,,,,,,,0.496,2.784782043,3.046832087,0.172,MBA,2644.407719,0,39473,28.04,1.7,9.967458,0.094100737,2457000.5,20141209,57000,J2000,,,10/8/06,847 Agnia (1915 XX),2.482789152,a0000847,11/3/14,80.27309757,1.53166,596.0761222,0.212088568,,,1546,Agnia,N,271.0674617,JPL 10,847,1697.40408,4.647239095,N,,3.91E-39,Otto Matic,3.04E-40,1915 XX,2.522731999,0.54868,14.827,-2.87E+16,7.82E-51,1.33E-08,1.45E-08,4.64E-08,5.24E-06,2.70E-05,1.51E-09,0.00012558,1.21E-05,1.29E-07,0.00012763,0.00012818,S,S,S,2000847,3.324,2456622.011,20131125.51,,130.6437042
,,,,,,,11.2,,,,,,,,,3.105630441,3.627509659,,MBA,2638.326509,0,39756,,,10.088772,0.168042923,2457000.5,20141209,57000,J2000,19.74600995,,12/27/05,848 Inna (1915 XS),1.045895547,a0000848,11/1/14,57.71180472,1.57421,612.6353057,0.180085776,,,1728,Inna,N,208.0028057,JPL 8,848,1999.047388,5.473093465,N,,0,Otto Matic,0,1915 XS,2.583751224,0.54282,,-7.38721E+15,0,1.83E-08,2.14E-08,3.99E-08,5.43E-06,1.63E-05,1.59E-09,0.00024666,1.77E-05,1.24E-07,8.95E-05,0.00024719,?,,,2000848,3.198,2456680.032,20140122.53,,124.7447387
,,,0.701,,,,8.1,,,,,,,,0.252,3.147636938,3.775069929,0.266,MBA,2634.482225,0,34772,61.82,3.3,11.583033,0.199334613,2457000.5,20141209,57000,J2000,,,7/3/19,849 Ara (1912 NY),19.5268581,a0000849,9/14/14,330.1202164,1.57205,611.7946985,0.176492853,,,1449,Ara,N,228.3808847,JPL 69,849,2039.742649,5.584511017,N,,8.24E+16,Otto Matic,5.48668E+15,1912 NY,2.520203947,0.57957,4.116,1.18E+18,131.7441113,1.52E-08,1.83E-08,3.76E-08,5.41E-06,1.32E-05,1.28E-09,1.34E-05,1.48E-05,1.20E-07,7.53E-05,1.80E-05,M,,M,2000849,3.09,2457169.797,20150527.3,,63.37880658
,,,,,,,9.6,,,,,,,,,3.000333891,3.373888023,0.039,MBA,2636.514155,0,35366,80.9,1.8,11.214819,0.124504187,2457000.5,20141209,57000,J2000,,,7/28/17,850 Altona (1916 S24),15.54318104,a0000850,5/26/14,300.0627578,1.63678,636.9856726,0.189648622,,,1358,Altona,N,121.155909,JPL 13,850,1898.247377,5.197118076,N,,0,Otto Matic,0,1916 S24,2.62677976,0.54321,11.197,-5.08E+17,0,1.96E-08,2.21E-08,4.28E-08,4.87E-06,1.82E-05,1.86E-09,1.81E-05,1.86E-05,1.32E-07,9.65E-05,2.46E-05,?,,,2000850,3.186,2457316.544,20151021.04,,134.3657258
,,,0.859,,,,11.62,,,,,,,,0.482,2.228075866,2.42846782,0.2646,MBA,2675.137632,0,32354,12.26,1,8.809434,0.089939466,2457000.5,20141209,57000,J2000,,,4/6/26,851 Zeissia (1916 S26),2.391706513,a0000851,11/4/14,283.3968689,1.03951,404.5461067,0.296352853,,,1507,Zeissia,N,141.205641,JPL 9,851,1214.768127,3.325853874,N,,0,Otto Matic,0,1916 S26,2.027683911,0.51305,9.34,-1.76813E+15,0,7.40E-09,8.06E-09,4.18E-08,4.84E-06,2.66E-05,1.48E-09,0.00010613,6.05E-06,9.32E-08,9.00E-05,0.0001097,?,,S,2000851,3.638,2457258.986,20150824.49,,7.60037288
,,,,,,,10,,,,,,,,,2.362223133,3.011935882,0.366,MBA,2653.851056,0,33404,23.01,1.4,10.629327,0.275042921,2457000.5,20141209,57000,J2000,,,3/24/23,852 Wladilena (1916 S27),23.0175711,a0000852,9/6/14,344.6506264,0.84914,330.4598138,0.271470534,,,1115,Wladilena,N,27.3080042,JPL 14,852,1326.110776,3.630693432,N,,0,Otto Matic,0,1916 S27,1.712510383,0.50961,4.6134,-1.17E+16,0,1.00E-08,1.28E-08,4.54E-08,6.21E-06,1.52E-05,1.73E-09,1.32E-05,8.45E-06,1.09E-07,5.61E-05,1.78E-05,?,,,2000852,3.395,2457057.042,20150203.54,,282.3718248
,,,0.71,,,,11.67,,,,,,,,0.29,2.312276647,2.555473507,0.0511,MBA,2661.463369,0,34297,27,0.8,9.373442,0.105176368,2457000.5,20141209,57000,J2000,,,7/11/20,853 Nansenia (1916 S28),9.216571017,a0000853,6/5/14,348.7146597,1.07656,418.9648552,0.280313739,,,1479,Nansenia,N,182.8693852,JPL 11,853,1284.27526,3.516154032,N,,1.53E+16,Otto Matic,1.27339E+15,1916 S28,2.069079788,0.52732,7.931,-1.28E+16,133.0931684,9.19E-09,1.02E-08,3.94E-08,4.86E-06,2.16E-05,1.67E-09,2.60E-05,7.66E-06,9.42E-08,7.72E-05,3.35E-05,Ch,Ch,XD,2000853,3.559,2457040.76,20150118.26,,59.919286
,,,,,,,11.9,,,,,,,,,2.368425781,2.7796902,,MBA,2669.612661,0,26264,,,8.900234,0.17364463,2457000.5,20141209,57000,J2000,14.30471967,,7/11/42,854 Frostia (1916 S29),6.087734483,a0000854,6/7/14,326.2984898,0.953935,371.242884,0.270404805,,,1488,Frostia,N,190.6048681,JPL 47,854,1331.337291,3.645002849,N,,0,Otto Matic,0,1916 S29,1.957161362,0.49734,37.56,-2.80854E+15,0,9.37E-09,1.10E-08,3.73E-08,4.77E-06,1.36E-05,1.60E-09,3.97E-05,7.90E-06,8.99E-08,5.07E-05,4.16E-05,?,,,2000854,3.518,2457125.134,20150412.63,,84.38772185
,,,,,,,11.7,,,,,,,,,2.362168212,2.784304647,,MBA,2662.351559,0,35930,,,9.27168,0.178707187,2457000.5,20141209,57000,J2000,15.68481322,,4/28/16,855 Newcombia (1916 ZP),10.8844167,a0000855,9/11/14,28.48140827,0.950872,370.0508562,0.271480001,,,1212,Newcombia,N,17.13653153,JPL 14,855,1326.064528,3.630566813,N,,0,Otto Matic,0,1916 ZP,1.940031776,0.50479,3.003,-3.70238E+15,0,9.56E-09,1.13E-08,4.96E-08,6.53E-06,1.75E-05,1.65E-09,2.54E-05,8.05E-06,1.18E-07,6.44E-05,3.01E-05,?,,,2000855,3.505,2456895.588,20140826.09,,234.0863172
,,,0.68,,,,10.69,,,,,,,,,2.435465383,2.724343679,,MBA,2651.489279,0,30341,,,10.175225,0.118613181,2457000.5,20141209,57000,J2000,24.9734965,,2/28/31,856 Backlunda (1916 S30),14.32085465,a0000856,3/25/14,339.2383924,1.19726,465.9376742,0.259317086,,,1251,Backlunda,N,125.5795987,JPL 46,856,1388.261784,3.800853617,N,,1.21E+16,Otto Matic,9.24765E+14,1916 S30,2.146587088,0.52535,12.08,-1.01E+16,132.5944639,1.03E-08,1.15E-08,3.90E-08,4.91E-06,1.86E-05,1.65E-09,1.78E-05,8.81E-06,9.55E-08,7.17E-05,2.57E-05,C,C,,2000856,3.453,2457080.563,20150227.06,,72.8668791
,,,0.63,,,,11.32,,,,,,,,0.14,2.190149459,2.384861283,0.2318,MBA,2675.257814,0,34356,15.03,0.7,8.843967,0.088903441,2457000.5,20141209,57000,J2000,,,9/17/20,857 Glasenappia (1916 S33),5.301087129,a0000857,10/10/14,50.74017891,0.989188,384.962294,0.304083913,,,1457,Glasenappia,N,82.9671013,JPL 49,857,1183.88374,3.241297031,N,,0,Otto Matic,0,1916 S33,1.995437635,0.51498,8.23,-3.25776E+15,0,6.87E-09,7.48E-09,4.37E-08,4.21E-06,2.35E-05,1.43E-09,5.21E-05,5.57E-06,9.56E-08,7.70E-05,5.64E-05,?,,MU,2000857,3.663,2456833.638,20140625.14,,238.6410571
,,,,,,,10.3,,,,,,,,,2.81064713,3.096047078,0.3197,MBA,2642.129934,0,38576,23.51,2.6,10.320647,0.101542433,2457000.5,20141209,57000,J2000,,,10/27/08,858 El Djezair (1916 a),8.873652662,a0000858,6/9/14,336.9308452,1.51332,588.9387444,0.209167684,,,1354,El Djezair,N,67.2076846,JPL 13,858,1721.107169,4.712134616,N,,0,Otto Matic,0,1916 a,2.525247182,0.54674,22.31,-1.25E+16,0,1.42E-08,1.57E-08,4.37E-08,5.11E-06,2.47E-05,1.59E-09,3.16E-05,1.31E-05,1.26E-07,0.00011807,3.93E-05,?,,S,2000858,3.296,2457110.79,20150329.29,,178.9590684
,,,,,,,9.6,,,,,,,,,3.226811061,3.568219086,0.0467,OMB,2632.283884,0,35835,73.97,2,11.336257,0.105803538,2457000.5,20141209,57000,J2000,,,9/21/16,859 Bouzareah (1916 c),13.51035852,a0000859,11/1/14,339.7656679,1.89858,738.8703786,0.170037131,,,1048,Bouzareah,N,35.81591649,JPL 50,859,2117.184629,5.796535604,N,,0,Otto Matic,0,1916 c,2.885403036,0.55576,23.2,-3.88E+17,0,2.18E-08,2.41E-08,4.75E-08,6.24E-06,2.05E-05,1.72E-09,1.73E-05,2.14E-05,1.52E-07,0.00012087,2.63E-05,?,,,2000859,3.135,2457119.499,20150407,,18.22620828
